seed,row,column,method,iter,time,of,feseable
5,6,6,solver,42,3.984555721,37774,1
6,6,6,solver,42,2.908643723,36957,1
7,6,6,solver,42,7.950508118,42042,1
8,6,6,solver,42,4.754366875,49053,1
9,6,6,solver,42,7.809926033,35699,1
10,6,6,solver,42,5.154276848,32610,1
11,6,6,solver,42,2.191827059,49682,1
12,6,6,solver,42,2.590481997,38181,1
13,6,6,solver,42,5.129187822,32130,1
14,6,6,solver,42,1.952296972,30130,1
15,6,6,solver,42,0.448722363,32192,1
16,6,6,solver,42,2.330880404,33630,1
17,6,6,solver,42,22.25205588,42412,1
18,6,6,solver,42,9.252060652,35612,1
19,6,6,solver,42,40.87280607,50043,1
20,6,6,solver,42,4.536320686,32221,1
21,6,6,solver,42,25.82051945,49160,1
22,6,6,solver,42,4.06615901,36813,1
23,6,6,solver,42,5.897343159,31450,1
24,6,6,solver,42,11.8650136,39501,1
25,6,6,solver,42,14.17533946,33281,1
26,6,6,solver,42,13.69536757,40477,1
27,6,6,solver,42,16.78951597,42858,1
28,6,6,solver,42,6.044879675,42935,1
29,6,6,solver,42,15.57773423,37927,1
0,6,6,solver,43,4.45978713,30310,1
1,6,6,solver,43,3.080552816,41016,1
2,6,6,solver,43,20.66801238,41242,1
3,6,6,solver,43,3.604423046,41642,1
4,6,6,solver,43,6.205313206,41385,1
5,6,6,solver,43,4.000912905,37774,1
6,6,6,solver,43,2.813142776,36957,1
7,6,6,solver,43,7.91341567,42042,1
8,6,6,solver,43,4.845871449,49053,1
9,6,6,solver,43,7.881782293,35699,1
10,6,6,solver,43,5.377502203,32610,1
11,6,6,solver,43,2.200269222,49682,1
12,6,6,solver,43,2.642604113,38181,1
13,6,6,solver,43,5.894582272,32130,1
14,6,6,solver,43,2.049594879,30130,1
15,6,6,solver,43,0.44971323,32192,1
16,6,6,solver,43,2.315683126,33630,1
17,6,6,solver,43,22.57029414,42412,1
18,6,6,solver,43,9.272967577,35612,1
19,6,6,solver,43,40.92208934,50043,1
20,6,6,solver,43,4.4628582,32221,1
21,6,6,solver,43,25.5568378,49160,1
22,6,6,solver,43,4.076896906,36813,1
23,6,6,solver,43,5.980258942,31450,1
24,6,6,solver,43,11.9175334,39501,1
25,6,6,solver,43,14.02928805,33281,1
26,6,6,solver,43,13.73524809,40477,1
27,6,6,solver,43,16.74753809,42858,1
28,6,6,solver,43,6.070026636,42935,1
29,6,6,solver,43,15.69816875,37927,1
0,6,6,solver,44,4.161109686,30310,1
1,6,6,solver,44,2.980424881,41016,1
2,6,6,solver,44,20.26810336,41242,1
3,6,6,solver,44,3.526504755,41642,1
4,6,6,solver,44,6.211024523,41385,1
5,6,6,solver,44,4.051336765,37774,1
6,6,6,solver,44,2.85594368,36957,1
7,6,6,solver,44,8.071947575,42042,1
8,6,6,solver,44,4.820527792,49053,1
9,6,6,solver,44,7.761953592,35699,1
10,6,6,solver,44,5.135169029,32610,1
11,6,6,solver,44,2.193549395,49682,1
12,6,6,solver,44,2.601942778,38181,1
13,6,6,solver,44,5.206353664,32130,1
14,6,6,solver,44,1.958848953,30130,1
15,6,6,solver,44,0.437730551,32192,1
16,6,6,solver,44,2.1881845,33630,1
17,6,6,solver,44,22.20953369,42412,1
18,6,6,solver,44,9.352590322,35612,1
19,6,6,solver,44,40.6333766,50043,1
20,6,6,solver,44,4.515160799,32221,1
21,6,6,solver,44,26.58793569,49160,1
22,6,6,solver,44,4.149861097,36813,1
23,6,6,solver,44,5.841566563,31450,1
24,6,6,solver,44,11.82376385,39501,1
25,6,6,solver,44,13.92639565,33281,1
26,6,6,solver,44,13.70554709,40477,1
27,6,6,solver,44,17.19011426,42858,1
28,6,6,solver,44,6.047349453,42935,1
29,6,6,solver,44,15.61875129,37927,1
0,6,6,solver,45,4.178171635,30310,1
1,6,6,solver,45,2.994492769,41016,1
2,6,6,solver,45,20.04546905,41242,1
3,6,6,solver,45,3.541856527,41642,1
4,6,6,solver,45,6.599624157,41385,1
5,6,6,solver,45,4.069061279,37774,1
6,6,6,solver,45,2.907035112,36957,1
7,6,6,solver,45,7.959014654,42042,1
8,6,6,solver,45,4.768045425,49053,1
9,6,6,solver,45,7.939820528,35699,1
10,6,6,solver,45,5.210074663,32610,1
11,6,6,solver,45,2.200751543,49682,1
12,6,6,solver,45,2.604180574,38181,1
13,6,6,solver,45,5.164879799,32130,1
14,6,6,solver,45,1.969145536,30130,1
15,6,6,solver,45,0.428383112,32192,1
16,6,6,solver,45,2.197258234,33630,1
17,6,6,solver,45,22.56887627,42412,1
18,6,6,solver,45,10.49657226,35612,1
19,6,6,solver,45,44.60851121,50043,1
20,6,6,solver,45,5.693861961,32221,1
21,6,6,solver,45,27.40354443,49160,1
22,6,6,solver,45,4.186403036,36813,1
23,6,6,solver,45,6.254590034,31450,1
24,6,6,solver,45,11.99677658,39501,1
25,6,6,solver,45,14.37885547,33281,1
26,6,6,solver,45,13.9909029,40477,1
27,6,6,solver,45,16.97591949,42858,1
28,6,6,solver,45,6.095559835,42935,1
29,6,6,solver,45,15.48381996,37927,1
0,6,6,solver,46,4.168241978,30310,1
1,6,6,solver,46,2.985984087,41016,1
2,6,6,solver,46,20.69789052,41242,1
3,6,6,solver,46,3.50084424,41642,1
4,6,6,solver,46,6.309107304,41385,1
5,6,6,solver,46,4.076574326,37774,1
6,6,6,solver,46,2.850018978,36957,1
7,6,6,solver,46,7.888846874,42042,1
8,6,6,solver,46,4.768121481,49053,1
9,6,6,solver,46,7.769687414,35699,1
10,6,6,solver,46,5.172863722,32610,1
11,6,6,solver,46,2.191929579,49682,1
12,6,6,solver,46,2.74261117,38181,1
13,6,6,solver,46,5.199412107,32130,1
14,6,6,solver,46,2.019478798,30130,1
15,6,6,solver,46,0.441645384,32192,1
16,6,6,solver,46,2.244636774,33630,1
17,6,6,solver,46,23.92620993,42412,1
18,6,6,solver,46,10.03437018,35612,1
19,6,6,solver,46,40.89467621,50043,1
20,6,6,solver,46,4.539776087,32221,1
21,6,6,solver,46,27.34970355,49160,1
22,6,6,solver,46,4.556928158,36813,1
23,6,6,solver,46,6.622570276,31450,1
24,6,6,solver,46,14.46358228,39501,1
25,6,6,solver,46,18.05895162,33281,1
26,6,6,solver,46,15.90893626,40477,1
27,6,6,solver,46,18.08142996,42858,1
28,6,6,solver,46,6.26036334,42935,1
29,6,6,solver,46,15.76332951,37927,1
0,6,6,solver,47,4.234416246,30310,1
1,6,6,solver,47,3.028988361,41016,1
2,6,6,solver,47,20.19459057,41242,1
3,6,6,solver,47,3.521877289,41642,1
4,6,6,solver,47,6.291846514,41385,1
5,6,6,solver,47,4.127272129,37774,1
6,6,6,solver,47,3.030918121,36957,1
7,6,6,solver,47,8.105564117,42042,1
8,6,6,solver,47,4.837985992,49053,1
9,6,6,solver,47,7.845228195,35699,1
10,6,6,solver,47,5.321017265,32610,1
11,6,6,solver,47,2.221029758,49682,1
12,6,6,solver,47,2.661787033,38181,1
13,6,6,solver,47,5.197635889,32130,1
14,6,6,solver,47,1.984638691,30130,1
15,6,6,solver,47,0.432423115,32192,1
16,6,6,solver,47,2.208109856,33630,1
17,6,6,solver,47,22.65696049,42412,1
18,6,6,solver,47,9.26929903,35612,1
19,6,6,solver,47,41.76731181,50043,1
20,6,6,solver,47,4.495234013,32221,1
21,6,6,solver,47,25.89007378,49160,1
22,6,6,solver,47,4.070494175,36813,1
23,6,6,solver,47,5.86739254,31450,1
24,6,6,solver,47,11.8627038,39501,1
25,6,6,solver,47,13.91943812,33281,1
26,6,6,solver,47,13.98439837,40477,1
27,6,6,solver,47,17.22041082,42858,1
28,6,6,solver,47,6.870773077,42935,1
29,6,6,solver,47,17.37931347,37927,1
0,6,6,solver,48,4.748079538,30310,1
1,6,6,solver,48,3.259995222,41016,1
2,6,6,solver,48,22.75300717,41242,1
3,6,6,solver,48,3.828641653,41642,1
4,6,6,solver,48,6.794823408,41385,1
5,6,6,solver,48,4.518221855,37774,1
6,6,6,solver,48,3.232014894,36957,1
7,6,6,solver,48,8.666669846,42042,1
8,6,6,solver,48,5.219790697,49053,1
9,6,6,solver,48,8.452799559,35699,1
10,6,6,solver,48,5.679505587,32610,1
11,6,6,solver,48,2.653368473,49682,1
12,6,6,solver,48,2.850245953,38181,1
13,6,6,solver,48,6.193189859,32130,1
14,6,6,solver,48,2.222632408,30130,1
15,6,6,solver,48,0.448723555,32192,1
16,6,6,solver,48,2.336561203,33630,1
17,6,6,solver,48,24.87270141,42412,1
18,6,6,solver,48,10.00884581,35612,1
19,6,6,solver,48,40.84587908,50043,1
20,6,6,solver,48,4.475248098,32221,1
21,6,6,solver,48,26.00500226,49160,1
22,6,6,solver,48,4.141452551,36813,1
23,6,6,solver,48,5.890375376,31450,1
24,6,6,solver,48,12.47532654,39501,1
25,6,6,solver,48,14.08625722,33281,1
26,6,6,solver,48,13.77637243,40477,1
27,6,6,solver,48,16.78585792,42858,1
28,6,6,solver,48,6.058122635,42935,1
29,6,6,solver,48,15.59353375,37927,1
0,6,6,solver,49,4.14857316,30310,1
1,6,6,solver,49,2.953233242,41016,1
2,6,6,solver,49,20.24274254,41242,1
3,6,6,solver,49,3.589565754,41642,1
4,6,6,solver,49,6.665242672,41385,1
5,6,6,solver,49,4.228081465,37774,1
6,6,6,solver,49,3.025972843,36957,1
7,6,6,solver,49,8.460148096,42042,1
8,6,6,solver,49,5.5303545,49053,1
9,6,6,solver,49,8.34980607,35699,1
10,6,6,solver,49,5.581975698,32610,1
11,6,6,solver,49,2.396106482,49682,1
12,6,6,solver,49,2.83480835,38181,1
13,6,6,solver,49,5.740101099,32130,1
14,6,6,solver,49,2.119325161,30130,1
15,6,6,solver,49,0.465004444,32192,1
16,6,6,solver,49,2.435341597,33630,1
17,6,6,solver,49,24.18314743,42412,1
18,6,6,solver,49,10.86011839,35612,1
19,6,6,solver,49,48.47914767,50043,1
20,6,6,solver,49,5.049773216,32221,1
21,6,6,solver,49,28.07290936,49160,1
22,6,6,solver,49,4.070407391,36813,1
23,6,6,solver,49,5.905677795,31450,1
24,6,6,solver,49,11.68640184,39501,1
25,6,6,solver,49,14.06854296,33281,1
26,6,6,solver,49,14.1843679,40477,1
27,6,6,solver,49,16.66732836,42858,1
28,6,6,solver,49,6.151462555,42935,1
29,6,6,solver,49,15.78661537,37927,1
0,6,6,solver,50,4.201865196,30310,1
1,6,6,solver,50,2.9743433,41016,1
2,6,6,solver,50,20.31310296,41242,1
3,6,6,solver,50,3.4854846,41642,1
4,6,6,solver,50,6.183005095,41385,1
5,6,6,solver,50,3.989832163,37774,1
6,6,6,solver,50,2.830986977,36957,1
7,6,6,solver,50,8.298840523,42042,1
8,6,6,solver,50,4.883951426,49053,1
9,6,6,solver,50,9.394870281,35699,1
10,6,6,solver,50,6.533182383,32610,1
11,6,6,solver,50,2.886502504,49682,1
12,6,6,solver,50,3.081811428,38181,1
13,6,6,solver,50,5.685471296,32130,1
14,6,6,solver,50,2.138053417,30130,1
15,6,6,solver,50,0.455306292,32192,1
16,6,6,solver,50,2.30682826,33630,1
17,6,6,solver,50,22.05891919,42412,1
18,6,6,solver,50,9.097848177,35612,1
19,6,6,solver,50,41.10170603,50043,1
20,6,6,solver,50,4.513584137,32221,1
21,6,6,solver,50,25.59720612,49160,1
22,6,6,solver,50,4.073523283,36813,1
23,6,6,solver,50,5.872120857,31450,1
24,6,6,solver,50,11.72595692,39501,1
25,6,6,solver,50,14.43981814,33281,1
26,6,6,solver,50,13.7490015,40477,1
27,6,6,solver,50,16.65576148,42858,1
28,6,6,solver,50,5.998411655,42935,1
29,6,6,solver,50,15.31713533,37927,1
0,6,6,solver,51,4.324795723,30310,1
1,6,6,solver,51,2.976917505,41016,1
2,6,6,solver,51,20.09955883,41242,1
3,6,6,solver,51,3.505686998,41642,1
4,6,6,solver,51,6.186928272,41385,1
5,6,6,solver,51,4.021902323,37774,1
6,6,6,solver,51,2.849241257,36957,1
7,6,6,solver,51,7.832098484,42042,1
8,6,6,solver,51,4.759239912,49053,1
9,6,6,solver,51,7.770419836,35699,1
10,6,6,solver,51,5.386620522,32610,1
11,6,6,solver,51,2.167868376,49682,1
12,6,6,solver,51,2.561066151,38181,1
13,6,6,solver,51,5.113234043,32130,1
14,6,6,solver,51,1.949285984,30130,1
15,6,6,solver,51,0.420741081,32192,1
16,6,6,solver,51,2.159075975,33630,1
17,6,6,solver,51,22.00153613,42412,1
18,6,6,solver,51,9.150624037,35612,1
19,6,6,solver,51,40.59798145,50043,1
20,6,6,solver,51,4.554895163,32221,1
21,6,6,solver,51,25.80156803,49160,1
22,6,6,solver,51,4.034804821,36813,1
23,6,6,solver,51,6.913410664,31450,1
24,6,6,solver,51,12.60514021,39501,1
25,6,6,solver,51,14.10333371,33281,1
26,6,6,solver,51,13.65247512,40477,1
27,6,6,solver,51,16.71624136,42858,1
28,6,6,solver,51,6.025380373,42935,1
29,6,6,solver,51,15.81622124,37927,1
0,6,6,solver,52,4.141129494,30310,1
1,6,6,solver,52,3.005851984,41016,1
2,6,6,solver,52,20.15747356,41242,1
3,6,6,solver,52,3.514264584,41642,1
4,6,6,solver,52,6.181306362,41385,1
5,6,6,solver,52,3.986038446,37774,1
6,6,6,solver,52,2.816982746,36957,1
7,6,6,solver,52,8.104686499,42042,1
8,6,6,solver,52,4.868142605,49053,1
9,6,6,solver,52,7.857764721,35699,1
10,6,6,solver,52,5.15810132,32610,1
11,6,6,solver,52,2.19808507,49682,1
12,6,6,solver,52,2.575289488,38181,1
13,6,6,solver,52,5.13333106,32130,1
14,6,6,solver,52,1.942186832,30130,1
15,6,6,solver,52,0.422738552,32192,1
16,6,6,solver,52,2.153512239,33630,1
17,6,6,solver,52,22.16827035,42412,1
18,6,6,solver,52,9.184040785,35612,1
19,6,6,solver,52,39.95794415,50043,1
20,6,6,solver,52,4.414222479,32221,1
21,6,6,solver,52,25.65898538,49160,1
22,6,6,solver,52,4.040988445,36813,1
23,6,6,solver,52,5.811426878,31450,1
24,6,6,solver,52,11.77108502,39501,1
25,6,6,solver,52,13.84434581,33281,1
26,6,6,solver,52,13.99322772,40477,1
27,6,6,solver,52,17.0209446,42858,1
28,6,6,solver,52,6.480341196,42935,1
29,6,6,solver,52,16.07741952,37927,1
0,6,6,solver,53,4.173770428,30310,1
1,6,6,solver,53,2.978973389,41016,1
2,6,6,solver,53,20.14395261,41242,1
3,6,6,solver,53,3.504530191,41642,1
4,6,6,solver,53,6.331603765,41385,1
5,6,6,solver,53,4.001886606,37774,1
6,6,6,solver,53,2.791339636,36957,1
7,6,6,solver,53,7.820274115,42042,1
8,6,6,solver,53,4.706721544,49053,1
9,6,6,solver,53,7.744662285,35699,1
10,6,6,solver,53,5.125957251,32610,1
11,6,6,solver,53,2.173939228,49682,1
12,6,6,solver,53,2.559094191,38181,1
13,6,6,solver,53,5.096781969,32130,1
14,6,6,solver,53,1.936193228,30130,1
15,6,6,solver,53,0.431725502,32192,1
16,6,6,solver,53,2.166339397,33630,1
17,6,6,solver,53,22.32050824,42412,1
18,6,6,solver,53,9.616024971,35612,1
19,6,6,solver,53,40.201056,50043,1
20,6,6,solver,53,4.438410521,32221,1
21,6,6,solver,53,26.61056685,49160,1
22,6,6,solver,53,4.211295843,36813,1
23,6,6,solver,53,5.946718216,31450,1
24,6,6,solver,53,12.9362421,39501,1
25,6,6,solver,53,15.08623433,33281,1
26,6,6,solver,53,14.6366601,40477,1
27,6,6,solver,53,16.81389666,42858,1
28,6,6,solver,53,6.179949045,42935,1
29,6,6,solver,53,15.98699069,37927,1
0,6,6,solver,54,4.252015829,30310,1
1,6,6,solver,54,2.96401906,41016,1
2,6,6,solver,54,21.00200891,41242,1
3,6,6,solver,54,3.67980361,41642,1
4,6,6,solver,54,6.25355649,41385,1
5,6,6,solver,54,4.088199854,37774,1
6,6,6,solver,54,3.040236473,36957,1
7,6,6,solver,54,8.450368404,42042,1
8,6,6,solver,54,4.84521842,49053,1
9,6,6,solver,54,7.900903702,35699,1
10,6,6,solver,54,5.148128271,32610,1
11,6,6,solver,54,2.204291344,49682,1
12,6,6,solver,54,2.588382959,38181,1
13,6,6,solver,54,5.299775839,32130,1
14,6,6,solver,54,2.266004562,30130,1
15,6,6,solver,54,0.458716869,32192,1
16,6,6,solver,54,2.174455643,33630,1
17,6,6,solver,54,22.63355899,42412,1
18,6,6,solver,54,9.503708124,35612,1
19,6,6,solver,54,40.57011819,50043,1
20,6,6,solver,54,4.410676718,32221,1
21,6,6,solver,54,25.91372514,49160,1
22,6,6,solver,54,4.135349274,36813,1
23,6,6,solver,54,5.861497402,31450,1
24,6,6,solver,54,12.61978936,39501,1
25,6,6,solver,54,15.06298018,33281,1
26,6,6,solver,54,14.07030416,40477,1
27,6,6,solver,54,17.0151422,42858,1
28,6,6,solver,54,6.47353363,42935,1
29,6,6,solver,54,15.86273718,37927,1
0,6,6,solver,55,4.285842896,30310,1
1,6,6,solver,55,3.082120419,41016,1
2,6,6,solver,55,21.15544009,41242,1
3,6,6,solver,55,3.719409466,41642,1
4,6,6,solver,55,6.382289648,41385,1
5,6,6,solver,55,4.021871328,37774,1
6,6,6,solver,55,2.840999365,36957,1
7,6,6,solver,55,7.882449627,42042,1
8,6,6,solver,55,4.785138369,49053,1
9,6,6,solver,55,8.221105814,35699,1
10,6,6,solver,55,5.29007411,32610,1
11,6,6,solver,55,2.249240637,49682,1
12,6,6,solver,55,2.599424362,38181,1
13,6,6,solver,55,5.080702066,32130,1
14,6,6,solver,55,1.951197624,30130,1
15,6,6,solver,55,0.424155712,32192,1
16,6,6,solver,55,2.193051815,33630,1
17,6,6,solver,55,22.13328886,42412,1
18,6,6,solver,55,9.237985373,35612,1
19,6,6,solver,55,40.16710305,50043,1
20,6,6,solver,55,4.441363096,32221,1
21,6,6,solver,55,25.43556833,49160,1
22,6,6,solver,55,4.192522764,36813,1
23,6,6,solver,55,5.947139502,31450,1
24,6,6,solver,55,11.73626256,39501,1
25,6,6,solver,55,14.51912999,33281,1
26,6,6,solver,55,13.7363162,40477,1
27,6,6,solver,55,17.59278941,42858,1
28,6,6,solver,55,6.1665411,42935,1
29,6,6,solver,55,15.27790141,37927,1
0,6,6,solver,56,4.1220541,30310,1
1,6,6,solver,56,2.980205536,41016,1
2,6,6,solver,56,19.80903244,41242,1
3,6,6,solver,56,3.469264269,41642,1
4,6,6,solver,56,6.124414206,41385,1
5,6,6,solver,56,3.929208994,37774,1
6,6,6,solver,56,2.870221138,36957,1
7,6,6,solver,56,8.040955544,42042,1
8,6,6,solver,56,4.711194754,49053,1
9,6,6,solver,56,7.679939985,35699,1
10,6,6,solver,56,5.102782249,32610,1
11,6,6,solver,56,2.189469337,49682,1
12,6,6,solver,56,2.554243326,38181,1
13,6,6,solver,56,5.069389582,32130,1
14,6,6,solver,56,1.934094191,30130,1
15,6,6,solver,56,0.418525457,32192,1
16,6,6,solver,56,2.158842564,33630,1
17,6,6,solver,56,21.96402311,42412,1
18,6,6,solver,56,9.238540411,35612,1
19,6,6,solver,56,39.59155798,50043,1
20,6,6,solver,56,4.403173923,32221,1
21,6,6,solver,56,25.50527883,49160,1
22,6,6,solver,56,4.011656761,36813,1
23,6,6,solver,56,5.763170242,31450,1
24,6,6,solver,56,13.39795995,39501,1
25,6,6,solver,56,24.68676949,33281,1
26,6,6,solver,56,19.61167622,40477,1
27,6,6,solver,56,21.39263558,42858,1
28,6,6,solver,56,6.821983576,42935,1
29,6,6,solver,56,17.46329379,37927,1
0,6,6,solver,57,4.659644604,30310,1
1,6,6,solver,57,3.350092411,41016,1
2,6,6,solver,57,22.12123394,41242,1
3,6,6,solver,57,3.760681391,41642,1
4,6,6,solver,57,6.444877148,41385,1
5,6,6,solver,57,4.088035583,37774,1
6,6,6,solver,57,2.81987524,36957,1
7,6,6,solver,57,7.901266336,42042,1
8,6,6,solver,57,4.755035639,49053,1
9,6,6,solver,57,7.963672161,35699,1
10,6,6,solver,57,5.240263224,32610,1
11,6,6,solver,57,2.373915434,49682,1
12,6,6,solver,57,2.756128073,38181,1
13,6,6,solver,57,5.160575628,32130,1
14,6,6,solver,57,1.964076519,30130,1
15,6,6,solver,57,0.439728975,32192,1
16,6,6,solver,57,2.22134304,33630,1
17,6,6,solver,57,22.38930202,42412,1
18,6,6,solver,57,9.179053783,35612,1
19,6,6,solver,57,40.8255477,50043,1
20,6,6,solver,57,4.473297119,32221,1
21,6,6,solver,57,25.75072002,49160,1
22,6,6,solver,57,4.079846144,36813,1
23,6,6,solver,57,5.88211441,31450,1
24,6,6,solver,57,12.30515337,39501,1
25,6,6,solver,57,14.02023482,33281,1
26,6,6,solver,57,14.04322267,40477,1
27,6,6,solver,57,16.72648859,42858,1
28,6,6,solver,57,6.245618343,42935,1
29,6,6,solver,57,16.34797764,37927,1
0,6,6,solver,58,4.197998524,30310,1
1,6,6,solver,58,2.93756485,41016,1
2,6,6,solver,58,19.80622649,41242,1
3,6,6,solver,58,3.459165335,41642,1
4,6,6,solver,58,6.095950603,41385,1
5,6,6,solver,58,3.926494122,37774,1
6,6,6,solver,58,2.773737431,36957,1
7,6,6,solver,58,7.832643986,42042,1
8,6,6,solver,58,4.771890879,49053,1
9,6,6,solver,58,7.857038498,35699,1
10,6,6,solver,58,5.107453823,32610,1
11,6,6,solver,58,2.159882069,49682,1
12,6,6,solver,58,2.562220335,38181,1
13,6,6,solver,58,5.080055237,32130,1
14,6,6,solver,58,1.924134731,30130,1
15,6,6,solver,58,0.419718742,32192,1
16,6,6,solver,58,2.1878407,33630,1
17,6,6,solver,58,22.07440209,42412,1
18,6,6,solver,58,9.061489105,35612,1
19,6,6,solver,58,39.76343536,50043,1
20,6,6,solver,58,4.422557831,32221,1
21,6,6,solver,58,25.16716886,49160,1
22,6,6,solver,58,4.213038921,36813,1
23,6,6,solver,58,5.856538057,31450,1
24,6,6,solver,58,11.62387252,39501,1
25,6,6,solver,58,13.75981784,33281,1
26,6,6,solver,58,13.56433821,40477,1
27,6,6,solver,58,16.57740879,42858,1
28,6,6,solver,58,6.261600256,42935,1
29,6,6,solver,58,15.26740384,37927,1
0,6,6,solver,59,4.123753548,30310,1
1,6,6,solver,59,2.982400417,41016,1
2,6,6,solver,59,19.77435017,41242,1
3,6,6,solver,59,3.466207266,41642,1
4,6,6,solver,59,6.102934599,41385,1
5,6,6,solver,59,3.946393251,37774,1
6,6,6,solver,59,2.778120518,36957,1
7,6,6,solver,59,8.042751074,42042,1
8,6,6,solver,59,4.792016745,49053,1
9,6,6,solver,59,7.696797371,35699,1
10,6,6,solver,59,5.146649599,32610,1
11,6,6,solver,59,2.208076,49682,1
12,6,6,solver,59,2.580399275,38181,1
13,6,6,solver,59,5.079853296,32130,1
14,6,6,solver,59,1.926168203,30130,1
15,6,6,solver,59,0.42015624,32192,1
16,6,6,solver,59,2.151159286,33630,1
17,6,6,solver,59,21.86061215,42412,1
18,6,6,solver,59,9.224220991,35612,1
19,6,6,solver,59,39.69581509,50043,1
20,6,6,solver,59,4.398730516,32221,1
21,6,6,solver,59,25.37957239,49160,1
22,6,6,solver,59,4.015274525,36813,1
23,6,6,solver,59,5.765238762,31450,1
24,6,6,solver,59,11.65028095,39501,1
25,6,6,solver,59,13.76414514,33281,1
26,6,6,solver,59,13.55532002,40477,1
27,6,6,solver,59,16.7508316,42858,1
28,6,6,solver,59,5.97174716,42935,1
29,6,6,solver,59,15.34558535,37927,1
0,6,6,solver,60,4.118003368,30310,1
1,6,6,solver,60,2.943059444,41016,1
2,6,6,solver,60,19.76519036,41242,1
3,6,6,solver,60,3.45573616,41642,1
4,6,6,solver,60,6.654629707,41385,1
5,6,6,solver,60,4.140791416,37774,1
6,6,6,solver,60,2.827117205,36957,1
7,6,6,solver,60,7.791565895,42042,1
8,6,6,solver,60,4.696045399,49053,1
9,6,6,solver,60,7.725808144,35699,1
10,6,6,solver,60,5.166820049,32610,1
11,6,6,solver,60,2.151398182,49682,1
12,6,6,solver,60,2.553632259,38181,1
13,6,6,solver,60,5.08423686,32130,1
14,6,6,solver,60,1.924539566,30130,1
15,6,6,solver,60,0.418739557,32192,1
16,6,6,solver,60,2.150487185,33630,1
17,6,6,solver,60,22.26544833,42412,1
18,6,6,solver,60,9.013789892,35612,1
19,6,6,solver,60,39.51009059,50043,1
20,6,6,solver,60,4.420124769,32221,1
21,6,6,solver,60,25.5743854,49160,1
22,6,6,solver,60,4.006075859,36813,1
23,6,6,solver,60,5.831445456,31450,1
24,6,6,solver,60,11.61592746,39501,1
25,6,6,solver,60,13.7568202,33281,1
26,6,6,solver,60,13.70285177,40477,1
27,6,6,solver,60,16.56715798,42858,1
28,6,6,solver,60,5.97383976,42935,1
29,6,6,solver,60,15.33474874,37927,1
0,6,6,solver,61,4.119801044,30310,1
1,6,6,solver,61,2.927224398,41016,1
2,6,6,solver,61,19.884794,41242,1
3,6,6,solver,61,3.502264977,41642,1
4,6,6,solver,61,6.098556995,41385,1
5,6,6,solver,61,3.927921772,37774,1
6,6,6,solver,61,2.916106462,36957,1
7,6,6,solver,61,7.790016174,42042,1
8,6,6,solver,61,4.732938766,49053,1
9,6,6,solver,61,7.699313402,35699,1
10,6,6,solver,61,5.109832764,32610,1
11,6,6,solver,61,2.157429218,49682,1
12,6,6,solver,61,2.559184074,38181,1
13,6,6,solver,61,5.062932491,32130,1
14,6,6,solver,61,1.926073074,30130,1
15,6,6,solver,61,0.4197855,32192,1
16,6,6,solver,61,2.158584595,33630,1
17,6,6,solver,61,22.17081332,42412,1
18,6,6,solver,61,9.01291585,35612,1
19,6,6,solver,61,39.66770291,50043,1
20,6,6,solver,61,4.531486273,32221,1
21,6,6,solver,61,25.25189281,49160,1
22,6,6,solver,61,4.002487898,36813,1
23,6,6,solver,61,5.766129255,31450,1
24,6,6,solver,61,11.75328636,39501,1
25,6,6,solver,61,13.84332895,33281,1
26,6,6,solver,61,13.66307235,40477,1
27,6,6,solver,61,16.58235931,42858,1
28,6,6,solver,61,5.964415312,42935,1
29,6,6,solver,61,15.26217461,37927,1
0,6,6,solver,62,4.111317635,30310,1
1,6,6,solver,62,2.942850828,41016,1
2,6,6,solver,62,20.66790962,41242,1
3,6,6,solver,62,3.464212894,41642,1
4,6,6,solver,62,6.147262335,41385,1
5,6,6,solver,62,4.006410599,37774,1
6,6,6,solver,62,2.788745642,36957,1
7,6,6,solver,62,7.829162836,42042,1
8,6,6,solver,62,4.712311268,49053,1
9,6,6,solver,62,7.712114334,35699,1
10,6,6,solver,62,5.158388376,32610,1
11,6,6,solver,62,2.185848713,49682,1
12,6,6,solver,62,2.583852291,38181,1
13,6,6,solver,62,7.704110622,32130,1
14,6,6,solver,62,2.3131392,30130,1
15,6,6,solver,62,0.528205872,32192,1
16,6,6,solver,62,2.283745289,33630,1
17,6,6,solver,62,22.331532,42412,1
18,6,6,solver,62,9.04625392,35612,1
19,6,6,solver,62,39.88887691,50043,1
20,6,6,solver,62,4.417673111,32221,1
21,6,6,solver,62,25.5469451,49160,1
22,6,6,solver,62,4.085307598,36813,1
23,6,6,solver,62,5.785020828,31450,1
24,6,6,solver,62,11.84619832,39501,1
25,6,6,solver,62,13.84901309,33281,1
26,6,6,solver,62,13.63367701,40477,1
27,6,6,solver,62,16.60669851,42858,1
28,6,6,solver,62,6.035509586,42935,1
29,6,6,solver,62,15.70782042,37927,1
0,6,6,solver,63,4.153149128,30310,1
1,6,6,solver,63,2.954143524,41016,1
2,6,6,solver,63,19.86471105,41242,1
3,6,6,solver,63,3.48822093,41642,1
4,6,6,solver,63,6.128904819,41385,1
5,6,6,solver,63,3.940006495,37774,1
6,6,6,solver,63,2.796068668,36957,1
7,6,6,solver,63,7.815181494,42042,1
8,6,6,solver,63,4.712984085,49053,1
9,6,6,solver,63,7.840283155,35699,1
